"animal_id","animal_type","breed","color","age_in_years","sex_upon_outcome","outcome_subtype","adoption_date","next_intake_date","return_type","churn_180_days_flag"
"A739446","Dog","Great Pyrenees/Anatol Shepherd","White","2.00","Intact Male",NULL,"2016-12-07 13:59:00",NULL,NULL,0
"A739448","Dog","Labrador Retriever Mix","Black/White","0.17","Spayed Female",NULL,"2016-12-08 18:10:00",NULL,NULL,0
"A739449","Dog","Labrador Retriever Mix","Tan/White","0.17","Neutered Male",NULL,"2016-12-07 16:59:00","2016-12-11 16:50:00","Owner Surrender",1
"A739451","Dog","German Shepherd Mix","Sable/White","0.17","Neutered Male",NULL,"2016-12-07 22:43:00",NULL,NULL,0
"A739456","Dog","Yorkshire Terrier Mix","Tan/Gray","7.00","Neutered Male",NULL,"2016-12-07 18:26:00",NULL,NULL,0
"A739460","Dog","Doberman Pinsch Mix","Blue/Tan","3.00","Neutered Male",NULL,"2016-12-10 19:13:00",NULL,NULL,0
"A739466","Dog","Australian Cattle Dog Mix","Tan/White","2.00","Spayed Female","Foster","2016-12-27 17:33:00",NULL,NULL,0
"A739484","Dog","Cairn Terrier Mix","White","1.00","Spayed Female",NULL,"2016-12-07 22:43:00",NULL,NULL,0
"A739485","Dog","Cairn Terrier Mix","White","1.00","Spayed Female",NULL,"2016-12-08 17:03:00",NULL,NULL,0
"A739486","Dog","Manchester Terrier Mix","Black/Yellow","0.50","Spayed Female",NULL,"2016-12-07 17:05:00",NULL,NULL,0
"A739497","Dog","Australian Cattle Dog/Beagle","Brown","2.00","Spayed Female",NULL,"2017-01-02 20:05:00",NULL,NULL,0
"A739508","Dog","Basset Hound/Chinese Sharpei","Brown Brindle/White","1.00","Neutered Male",NULL,"2017-01-02 17:53:00",NULL,NULL,0
"A739512","Dog","Bloodhound Mix","Red","0.17","Spayed Female",NULL,"2016-12-08 17:01:00",NULL,NULL,0
"A739517","Cat","Domestic Shorthair Mix","Black/White","0.83","Spayed Female",NULL,"2016-12-22 18:13:00",NULL,NULL,0
"A739519","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Spayed Female",NULL,"2017-02-11 18:46:00",NULL,NULL,0
"A739520","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Spayed Female",NULL,"2017-02-11 17:44:00",NULL,NULL,0
"A739521","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male",NULL,"2017-02-12 17:21:00",NULL,NULL,0
"A739523","Dog","German Shepherd Mix","Brown Brindle","1.00","Neutered Male",NULL,"2016-12-16 17:37:00",NULL,NULL,0
"A739537","Dog","Jack Russell Terrier Mix","White/Brown Brindle","0.33","Spayed Female",NULL,"2016-12-10 17:05:00",NULL,NULL,0
"A739539","Cat","Domestic Longhair Mix","Calico","0.08","Intact Female",NULL,"2016-12-08 13:53:00",NULL,NULL,0
"A739560","Dog","Pointer Mix","Brown Brindle/White","1.00","Neutered Male",NULL,"2016-12-11 14:08:00",NULL,NULL,0
"A739561","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.33","Spayed Female",NULL,"2016-12-08 17:05:00",NULL,NULL,0
"A739566","Dog","Carolina Dog Mix","Tan","0.42","Spayed Female",NULL,"2016-12-11 23:36:00",NULL,NULL,0
"A739567","Dog","Labrador Retriever Mix","Black","1.00","Intact Female",NULL,"2016-12-08 16:32:00",NULL,NULL,0
"A739572","Dog","Catahoula Mix","Brown Merle/White","0.83","Neutered Male",NULL,"2016-12-24 14:51:00","2016-12-27 11:40:00","Owner Surrender",1
"A739574","Cat","Domestic Longhair Mix","Brown Tabby","0.25","Spayed Female","Foster","2017-02-23 14:12:00",NULL,NULL,0
"A739576","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.17","Spayed Female","Foster","2017-01-11 15:50:00",NULL,NULL,0
"A739577","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.17","Spayed Female","Foster","2017-01-11 15:50:00",NULL,NULL,0
"A739578","Cat","Domestic Shorthair Mix","Black Smoke","0.17","Neutered Male","Foster","2017-01-11 15:50:00",NULL,NULL,0
"A739582","Dog","Australian Cattle Dog Mix","White/Red","5.00","Neutered Male","Foster","2017-01-05 10:42:00",NULL,NULL,0
"A739583","Dog","Pit Bull Mix","Brown","1.00","Neutered Male",NULL,"2017-02-12 13:25:00","2018-03-23 12:07:00","Public Assist",0
"A739599","Dog","Chihuahua Shorthair Mix","Tan/White","0.17","Neutered Male",NULL,"2016-12-08 17:27:00",NULL,NULL,0
"A739606","Cat","Domestic Longhair Mix","Orange Tabby/White","0.25","Neutered Male",NULL,"2016-12-10 15:52:00",NULL,NULL,0
"A739607","Dog","Shiba Inu Mix","Tricolor","1.00","Neutered Male",NULL,"2018-03-20 13:15:00",NULL,NULL,0
"A739608","Dog","Chihuahua Shorthair Mix","Black/Black Brindle","0.17","Spayed Female",NULL,"2016-12-07 17:09:00",NULL,NULL,0
"A739609","Dog","Chihuahua Shorthair Mix","Black/Black Brindle","0.17","Spayed Female",NULL,"2016-12-08 17:39:00",NULL,NULL,0
"A739610","Dog","Chihuahua Shorthair Mix","Black/Brown Brindle","0.17","Spayed Female",NULL,"2016-12-07 19:40:00",NULL,NULL,0
"A739614","Dog","Shetland Sheepdog/Border Collie","Red/Tan","1.00","Spayed Female",NULL,"2016-12-11 17:45:00",NULL,NULL,0
"A739616","Cat","Domestic Medium Hair Mix","White/Black","0.50","Neutered Male",NULL,"2016-12-23 14:28:00",NULL,NULL,0
"A739624","Dog","Chihuahua Shorthair Mix","Tan","0.17","Spayed Female","Foster","2017-01-03 18:14:00",NULL,NULL,0
"A739625","Dog","Chihuahua Shorthair Mix","Chocolate/White","0.08","Intact Female",NULL,"2016-12-07 12:20:00",NULL,NULL,0
"A739626","Dog","Chihuahua Shorthair Mix","Tan","0.08","Spayed Female",NULL,"2016-12-08 17:26:00","2016-12-09 11:15:00","Owner Surrender",1
"A739626","Dog","Chihuahua Shorthair Mix","Tan","0.08","Spayed Female",NULL,"2016-12-09 14:33:00",NULL,NULL,0
"A739627","Dog","Chihuahua Shorthair Mix","Tan/White","0.08","Neutered Male",NULL,"2016-12-08 17:34:00",NULL,NULL,0
"A739630","Cat","Domestic Shorthair Mix","Blue Tabby","0.33","Spayed Female",NULL,"2016-12-10 15:34:00",NULL,NULL,0
"A739635","Cat","Domestic Shorthair Mix","White/Black","0.25","Neutered Male",NULL,"2016-12-10 13:57:00",NULL,NULL,0
"A739636","Cat","Domestic Shorthair Mix","Calico","0.25","Spayed Female",NULL,"2016-12-09 17:42:00",NULL,NULL,0
"A739637","Cat","Domestic Shorthair Mix","White/Black","0.25","Neutered Male",NULL,"2016-12-09 17:43:00",NULL,NULL,0
"A739639","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.25","Neutered Male",NULL,"2016-12-09 17:11:00",NULL,NULL,0
"A739640","Cat","Domestic Shorthair Mix","Calico","0.25","Spayed Female",NULL,"2016-12-10 16:09:00",NULL,NULL,0
"A739650","Dog","Labrador Retriever Mix","Black/White","2.00","Neutered Male",NULL,"2017-11-05 17:36:00","2017-11-14 13:33:00","Owner Surrender",1
"A739650","Dog","Labrador Retriever Mix","Black/White","2.00","Neutered Male",NULL,"2017-12-03 17:18:00",NULL,NULL,0
"A739652","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female",NULL,"2016-12-09 18:12:00",NULL,NULL,0
"A739666","Dog","Black Mouth Cur Mix","Brown/Black","0.83","Neutered Male",NULL,"2016-12-18 17:38:00",NULL,NULL,0
"A739669","Cat","Domestic Shorthair Mix","Tortie","1.00","Spayed Female",NULL,"2016-12-23 19:12:00",NULL,NULL,0
"A739673","Dog","Labrador Retriever Mix","Brown/White","0.25","Neutered Male",NULL,"2016-12-10 11:58:00",NULL,NULL,0
"A739674","Dog","Labrador Retriever Mix","Black/White","0.25","Neutered Male",NULL,"2016-12-10 17:00:00",NULL,NULL,0
"A739675","Dog","Labrador Retriever Mix","Black/White","0.25","Spayed Female",NULL,"2016-12-10 17:00:00",NULL,NULL,0
"A739676","Dog","Great Pyrenees Mix","White/Buff","1.00","Spayed Female",NULL,"2016-12-10 18:48:00",NULL,NULL,0
"A739679","Dog","Labrador Retriever Mix","Black","1.00","Neutered Male",NULL,"2017-01-09 12:17:00","2017-02-06 16:44:00","Stray",1
"A739680","Dog","Yorkshire Terrier/Miniature Poodle","Cream","6.00","Neutered Male",NULL,"2016-12-12 17:05:00",NULL,NULL,0
"A739691","Dog","Australian Cattle Dog Mix","Blue Tick","10.00","Spayed Female",NULL,"2016-12-10 18:04:00",NULL,NULL,0
"A739693","Dog","Australian Cattle Dog Mix","Tricolor","8.00","Neutered Male",NULL,"2016-12-10 18:04:00",NULL,NULL,0
"A739702","Cat","Domestic Medium Hair","Brown Tabby/White","1.00","Neutered Male",NULL,"2016-12-15 19:05:00",NULL,NULL,0
"A739704","Dog","Pit Bull Mix","White/Brown","3.00","Neutered Male",NULL,"2016-12-18 18:52:00",NULL,NULL,0
"A739706","Dog","Chihuahua Shorthair Mix","Brown/White","1.00","Neutered Male",NULL,"2016-12-10 17:25:00",NULL,NULL,0
"A739712","Cat","Domestic Shorthair Mix","Orange Tabby","1.00","Neutered Male",NULL,"2016-12-17 11:54:00",NULL,NULL,0
"A739714","Cat","Domestic Shorthair Mix","Black","0.25","Neutered Male",NULL,"2016-12-17 15:28:00",NULL,NULL,0
"A739715","Dog","Australian Cattle Dog Mix","Black/Brown","8.00","Spayed Female",NULL,"2017-01-03 17:26:00",NULL,NULL,0
"A739716","Cat","Domestic Shorthair Mix","Black/White","0.25","Neutered Male",NULL,"2016-12-21 18:52:00",NULL,NULL,0
"A739717","Dog","German Shepherd Mix","Tan/White","8.00","Spayed Female",NULL,"2016-12-24 13:50:00",NULL,NULL,0
"A739718","Cat","Domestic Shorthair Mix","Black/White","0.25","Spayed Female",NULL,"2016-12-21 18:42:00",NULL,NULL,0
"A739719","Dog","Labrador Retriever Mix","Chocolate","8.00","Neutered Male","Foster","2017-01-02 17:39:00",NULL,NULL,0
"A739724","Dog","Labrador Retriever/Chinese Sharpei","Liver/White","1.00","Spayed Female",NULL,"2017-01-29 14:04:00","2017-01-31 11:15:00","Owner Surrender",1
"A739729","Cat","Domestic Shorthair Mix","Brown Tabby","0.33","Neutered Male",NULL,"2017-02-10 12:51:00",NULL,NULL,0
"A739730","Cat","Domestic Shorthair Mix","Blue Tabby","2.00","Spayed Female",NULL,"2017-01-29 13:56:00",NULL,NULL,0
"A739735","Dog","Chihuahua Longhair/Norfolk Terrier","Brown","3.00","Neutered Male",NULL,"2017-11-01 18:39:00",NULL,NULL,0
"A739737","Dog","Dachshund Wirehair Mix","White","2.00","Spayed Female",NULL,"2017-12-11 16:40:00","2017-12-15 11:12:00","Owner Surrender",1
"A739737","Dog","Dachshund Wirehair Mix","White","2.00","Spayed Female",NULL,"2017-12-16 13:09:00",NULL,NULL,0
"A739745","Cat","Domestic Shorthair Mix","Orange Tabby/White","2.00","Spayed Female",NULL,"2016-12-29 14:44:00",NULL,NULL,0
"A739750","Dog","Chihuahua Shorthair Mix","Black","0.67","Neutered Male",NULL,"2016-12-12 18:25:00",NULL,NULL,0
"A739751","Dog","Chihuahua Shorthair Mix","Black","0.67","Spayed Female",NULL,"2016-12-12 18:25:00",NULL,NULL,0
"A739752","Dog","Labrador Retriever Mix","Black/White","1.00","Neutered Male",NULL,"2016-12-21 14:48:00",NULL,NULL,0
"A739753","Dog","Labrador Retriever Mix","Black/White","1.00","Neutered Male",NULL,"2016-12-17 12:38:00","2017-09-14 15:40:00","Stray",0
"A739753","Dog","Labrador Retriever Mix","Black/White","1.00","Neutered Male",NULL,"2017-09-21 17:01:00","2017-09-22 11:15:00","Owner Surrender",1
"A739761","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male",NULL,"2016-12-12 15:06:00",NULL,NULL,0
"A739764","Dog","Beagle Mix","Brown/Tricolor","1.00","Neutered Male",NULL,"2016-12-11 23:36:00",NULL,NULL,0
"A739766","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Neutered Male","Foster","2017-01-28 16:11:00",NULL,NULL,0
"A739777","Dog","Labrador Retriever Mix","Tricolor","0.17","Neutered Male",NULL,"2016-12-09 18:52:00",NULL,NULL,0
"A739780","Cat","Domestic Longhair Mix","Orange Tabby/White","0.08","Neutered Male",NULL,"2016-12-11 18:29:00",NULL,NULL,0
"A739781","Cat","Domestic Shorthair","Orange Tabby/White","0.17","Neutered Male",NULL,"2016-12-15 11:32:00",NULL,NULL,0
"A739783","Dog","Labrador Retriever Mix","Black/White","1.00","Neutered Male",NULL,"2016-12-18 17:26:00",NULL,NULL,0
"A739790","Dog","Catahoula Mix","Brown Merle","1.00","Spayed Female",NULL,"2016-12-28 18:15:00",NULL,NULL,0
"A739797","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-12-11 17:01:00",NULL,NULL,0
"A739798","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-12-11 17:01:00",NULL,NULL,0
"A739802","Dog","Beagle/Labrador Retriever","Black/White","1.00","Neutered Male",NULL,"2016-12-13 18:46:00",NULL,NULL,0
"A739812","Dog","Anatol Shepherd/German Shepherd","Tan","0.67","Spayed Female",NULL,"2016-12-13 17:00:00",NULL,NULL,0
"A739823","Cat","Domestic Shorthair Mix","Blue Tabby/White","0.50","Spayed Female",NULL,"2017-01-28 14:06:00",NULL,NULL,0
"A739825","Dog","Chihuahua Shorthair Mix","Black/Tan","0.17","Spayed Female",NULL,"2016-12-09 17:21:00",NULL,NULL,0
"A739826","Dog","Chihuahua Shorthair Mix","Tan/White","0.17","Spayed Female",NULL,"2016-12-09 17:14:00",NULL,NULL,0
"A739827","Dog","Chihuahua Shorthair Mix","Black/White","0.17","Spayed Female",NULL,"2016-12-09 16:53:00",NULL,NULL,0
"A739830","Dog","Pit Bull Mix","White","2.00","Spayed Female","Foster","2017-04-05 12:03:00",NULL,NULL,0
"A739831","Dog","Miniature Pinscher Mix","Black/Tan","1.00","Spayed Female",NULL,"2016-12-11 18:16:00",NULL,NULL,0
"A739832","Dog","Miniature Pinscher Mix","Black/Brown","1.00","Neutered Male",NULL,"2016-12-11 18:27:00",NULL,NULL,0
"A739837","Cat","Manx Mix","Black/White","0.17","Spayed Female",NULL,"2016-12-22 17:49:00",NULL,NULL,0
"A739838","Cat","Manx Mix","Black/White","0.17","Spayed Female",NULL,"2016-12-14 11:41:00",NULL,NULL,0
"A739839","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Neutered Male",NULL,"2016-12-14 11:40:00",NULL,NULL,0
"A739840","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Spayed Female",NULL,"2016-12-21 17:07:00",NULL,NULL,0
"A739841","Cat","Manx Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-12-22 17:49:00",NULL,NULL,0
"A739850","Cat","Domestic Shorthair Mix","Brown Tabby","0.50","Spayed Female",NULL,"2016-12-20 17:24:00",NULL,NULL,0
"A739851","Cat","Domestic Shorthair Mix","Brown Tabby/White","2.00","Spayed Female","Foster","2017-07-27 10:55:00",NULL,NULL,0
"A739855","Dog","Jack Russell Terrier Mix","Tricolor","0.50","Neutered Male",NULL,"2016-12-12 17:14:00",NULL,NULL,0
"A739867","Dog","Chihuahua Shorthair Mix","Tan/White","11.00","Neutered Male",NULL,"2016-12-14 18:17:00",NULL,NULL,0
"A739870","Cat","Domestic Shorthair Mix","Black","0.33","Spayed Female",NULL,"2016-12-20 18:29:00",NULL,NULL,0
"A739872","Cat","Domestic Shorthair Mix","Brown Tabby","6.00","Neutered Male",NULL,"2016-12-23 18:08:00",NULL,NULL,0
"A739873","Dog","Labrador Retriever Mix","Chocolate","1.00","Neutered Male",NULL,"2016-12-15 21:59:00",NULL,NULL,0
"A739874","Dog","German Shepherd Mix","Tricolor","0.50","Spayed Female",NULL,"2016-12-14 18:21:00",NULL,NULL,0
"A739876","Dog","Chihuahua Longhair/Dachshund","Tan/White","2.00","Spayed Female",NULL,"2016-12-12 17:55:00",NULL,NULL,0
"A739878","Dog","American Staffordshire Terrier Mix","Red/White","1.00","Spayed Female",NULL,"2016-12-20 14:38:00",NULL,NULL,0
"A739882","Dog","German Shepherd Mix","Sable/Black","1.00","Neutered Male",NULL,"2016-12-13 18:31:00","2016-12-13 18:35:00","Public Assist",1
"A739887","Dog","German Shepherd Mix","Tan/White","2.00","Spayed Female",NULL,"2016-12-13 18:06:00",NULL,NULL,0
"A739888","Dog","Plott Hound Mix","Brown Brindle","0.33","Spayed Female",NULL,"2016-12-17 12:06:00",NULL,NULL,0
"A739893","Dog","Australian Cattle Dog Mix","Tan/White","6.00","Neutered Male",NULL,"2017-02-02 13:04:00",NULL,NULL,0
"A739902","Dog","Dachshund Mix","Black/Tan","6.00","Spayed Female",NULL,"2016-12-13 18:17:00",NULL,NULL,0
"A739903","Dog","Dachshund Mix","White/Blue Tick","2.00","Spayed Female",NULL,"2016-12-13 18:17:00",NULL,NULL,0
"A739913","Dog","Pit Bull Mix","Brown/Black","2.00","Neutered Male",NULL,"2017-01-28 15:45:00",NULL,NULL,0
"A739914","Dog","Labrador Retriever Mix","Black","2.00","Spayed Female",NULL,"2016-12-28 15:48:00",NULL,NULL,0
"A739915","Dog","Flat Coat Retriever Mix","Black","1.00","Intact Male",NULL,"2016-12-24 17:22:00",NULL,NULL,0
"A739930","Dog","Lakeland Terrier Mix","Tricolor","6.00","Neutered Male",NULL,"2016-12-13 13:23:00",NULL,NULL,0
"A739931","Cat","Domestic Shorthair Mix","Black","0.25","Neutered Male",NULL,"2016-12-17 14:37:00",NULL,NULL,0
"A739932","Dog","Chihuahua Shorthair Mix","Brown/Tan","0.58","Spayed Female","Foster","2017-02-10 17:27:00",NULL,NULL,0
"A739936","Cat","Domestic Longhair Mix","Black/White","2.00","Neutered Male",NULL,"2017-01-29 14:31:00",NULL,NULL,0
"A739937","Dog","Chihuahua Shorthair Mix","Black/White","6.00","Neutered Male",NULL,"2017-01-07 16:00:00",NULL,NULL,0
"A739938","Dog","Jack Russell Terrier Mix","White/Tan","1.00","Neutered Male",NULL,"2016-12-14 13:57:00",NULL,NULL,0
"A739940","Dog","Chihuahua Shorthair Mix","White/Tan","0.58","Spayed Female",NULL,"2016-12-11 17:29:00",NULL,NULL,0
"A739941","Cat","Domestic Medium Hair Mix","Black","4.00","Neutered Male","Foster","2017-04-15 14:40:00",NULL,NULL,0
"A739942","Dog","Labrador Retriever Mix","Black","3.00","Neutered Male",NULL,"2016-12-31 13:17:00",NULL,NULL,0
"A739945","Dog","Pit Bull Mix","Apricot/White","1.00","Neutered Male",NULL,"2017-01-28 18:00:00",NULL,NULL,0
"A739949","Dog","Labrador Retriever Mix","Black/White","2.00","Neutered Male","Foster","2017-03-02 09:07:00",NULL,NULL,0
"A739956","Dog","Labrador Retriever/Australian Shepherd","White/Black","0.58","Neutered Male","Foster","2017-02-21 10:34:00",NULL,NULL,0
"A739965","Cat","Siamese Mix","Lynx Point","1.00","Neutered Male","Foster","2016-12-24 12:25:00",NULL,NULL,0
"A739966","Cat","Siamese Mix","Seal Point","0.17","Neutered Male","Foster","2017-01-11 18:53:00","2017-02-08 13:08:00","Owner Surrender",1
"A739966","Cat","Siamese Mix","Seal Point","0.25","Neutered Male","Foster","2017-02-10 07:34:00",NULL,NULL,0
"A739967","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2017-01-13 14:41:00",NULL,NULL,0
"A739968","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2017-01-28 13:26:00",NULL,NULL,0
"A739969","Dog","Great Pyrenees Mix","White","1.00","Spayed Female",NULL,"2016-12-14 17:28:00",NULL,NULL,0
"A739976","Dog","Black Mouth Cur Mix","Tan/White","1.00","Neutered Male",NULL,"2016-12-18 17:37:00",NULL,NULL,0
"A739977","Dog","Chihuahua Shorthair Mix","Black/Brown","2.00","Spayed Female",NULL,"2016-12-11 23:33:00",NULL,NULL,0
"A739979","Dog","Chihuahua Shorthair Mix","Blue/Tricolor","2.00","Neutered Male",NULL,"2016-12-20 18:02:00",NULL,NULL,0
"A739981","Dog","Labrador Retriever Mix","White/Tan","0.17","Spayed Female",NULL,"2016-12-13 17:54:00",NULL,NULL,0
"A739984","Cat","Domestic Shorthair Mix","Calico","1.00","Spayed Female",NULL,"2016-12-18 14:28:00",NULL,NULL,0
"A739988","Dog","German Shepherd Mix","Black/Tan","0.25","Spayed Female",NULL,"2016-12-12 22:55:00",NULL,NULL,0
"A739998","Dog","German Shepherd/Rottweiler","Black/Brown","1.00","Neutered Male",NULL,"2016-12-28 16:18:00",NULL,NULL,0
"A739999","Cat","Domestic Shorthair Mix","Black","1.00","Spayed Female",NULL,"2017-01-28 18:35:00",NULL,NULL,0
"A740000","Cat","Domestic Shorthair Mix","Black","0.17","Spayed Female","Foster","2017-01-29 17:59:00",NULL,NULL,0
"A740001","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2017-01-29 18:01:00",NULL,NULL,0
"A740002","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male","Foster","2017-02-09 14:04:00",NULL,NULL,0
"A740003","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male","Foster","2017-02-09 13:58:00",NULL,NULL,0
"A740019","Bird","Cockatiel Mix","Gray/White","1.00","Unknown",NULL,"2016-12-12 17:35:00",NULL,NULL,0
"A740020","Dog","Great Pyrenees Mix","White/Tan","5.00","Neutered Male",NULL,"2016-12-15 18:54:00",NULL,NULL,0
"A740022","Dog","Maltese Mix","White","1.00","Spayed Female",NULL,"2016-12-14 11:40:00","2016-12-14 17:39:00","Owner Surrender",1
"A740022","Dog","Maltese Mix","White","1.00","Spayed Female",NULL,"2016-12-15 11:51:00","2016-12-18 15:53:00","Owner Surrender",1
"A740022","Dog","Maltese Mix","White","1.00","Spayed Female",NULL,"2016-12-18 17:25:00",NULL,NULL,0
"A740023","Dog","Maltese Mix","White","1.00","Spayed Female",NULL,"2016-12-14 18:03:00",NULL,NULL,0
"A740025","Other","Rabbit Sh Mix","Black","1.00","Neutered Male",NULL,"2017-01-12 14:00:00","2017-06-17 14:08:00","Owner Surrender",1
"A740025","Other","Rabbit Sh Mix","Black","2.00","Neutered Male","Foster","2018-02-07 14:59:00",NULL,NULL,0
"A740026","Other","Rabbit Sh Mix","White/Gray","1.00","Neutered Male",NULL,"2017-01-12 14:00:00",NULL,NULL,0
"A740030","Dog","German Shepherd Mix","Black/Tan","0.50","Neutered Male",NULL,"2016-12-15 16:28:00",NULL,NULL,0
"A740038","Dog","Dachshund Wirehair Mix","Black","0.17","Spayed Female",NULL,"2016-12-16 14:38:00",NULL,NULL,0
"A740039","Dog","Dachshund Wirehair Mix","Brown Brindle","0.17","Spayed Female",NULL,"2016-12-15 12:09:00",NULL,NULL,0
"A740054","Cat","Siamese Mix","Lynx Point","1.00","Intact Male",NULL,"2016-12-27 22:31:00",NULL,NULL,0
"A740056","Cat","Domestic Shorthair Mix","Brown Tabby","0.08","Spayed Female","Foster","2017-01-05 17:25:00",NULL,NULL,0
"A740057","Cat","Domestic Shorthair Mix","Brown Tabby","0.08","Spayed Female","Foster","2017-01-10 11:37:00",NULL,NULL,0
"A740058","Cat","Domestic Shorthair Mix","Brown Tabby","0.08","Neutered Male","Foster","2017-01-10 11:37:00",NULL,NULL,0
"A740059","Cat","Domestic Shorthair Mix","Brown Tabby","0.08","Neutered Male","Foster","2017-01-05 17:24:00",NULL,NULL,0
"A740060","Cat","Domestic Shorthair Mix","Brown Tabby","1.00","Spayed Female",NULL,"2017-01-21 15:26:00",NULL,NULL,0
"A740064","Cat","Domestic Longhair Mix","Calico","5.00","Spayed Female",NULL,"2017-01-14 17:39:00","2017-11-07 13:56:00","Owner Surrender",0
"A740064","Cat","Domestic Longhair Mix","Calico","5.00","Spayed Female",NULL,"2017-11-27 17:31:00",NULL,NULL,0
"A740066","Cat","Domestic Longhair Mix","Orange Tabby/White","1.00","Neutered Male",NULL,"2016-12-13 17:54:00",NULL,NULL,0
"A740076","Dog","Chihuahua Shorthair Mix","Red/White","2.00","Neutered Male",NULL,"2016-12-20 12:43:00",NULL,NULL,0
"A740077","Dog","Labrador Retriever Mix","Red","5.00","Intact Female",NULL,"2016-12-30 17:35:00",NULL,NULL,0
"A740078","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Intact Male",NULL,"2016-12-24 15:34:00",NULL,NULL,0
"A740080","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female",NULL,"2016-12-26 17:55:00",NULL,NULL,0
"A740083","Dog","Cairn Terrier Mix","Brown","3.00","Neutered Male",NULL,"2016-12-14 18:56:00",NULL,NULL,0
"A740090","Dog","Rottweiler Mix","Black/Tan","2.00","Spayed Female",NULL,"2017-01-29 11:16:00",NULL,NULL,0
"A740115","Cat","Domestic Shorthair Mix","Black/White","0.92","Neutered Male","Foster","2017-08-18 07:08:00",NULL,NULL,0
"A740116","Dog","Boxer Mix","Brown/White","10.00","Spayed Female",NULL,"2016-12-15 19:09:00",NULL,NULL,0
"A740124","Cat","Domestic Shorthair Mix","Orange Tabby","3.00","Neutered Male",NULL,"2016-12-24 13:02:00",NULL,NULL,0
"A740145","Dog","Chihuahua Shorthair Mix","Black/Tan","12.00","Intact Male","Foster","2017-01-10 09:25:00",NULL,NULL,0
"A740149","Dog","Australian Cattle Dog Mix","Blue Merle/White","0.50","Neutered Male",NULL,"2017-01-22 17:20:00",NULL,NULL,0
"A740150","Dog","Australian Cattle Dog Mix","Blue Merle/White","0.83","Neutered Male","Foster","2017-05-30 11:50:00",NULL,NULL,0
"A740154","Cat","Domestic Longhair Mix","Orange Tabby","0.75","Spayed Female","Foster","2017-03-30 08:47:00",NULL,NULL,0
"A740157","Dog","Labrador Retriever/German Shepherd","Black/White","0.92","Neutered Male",NULL,"2016-12-17 15:43:00",NULL,NULL,0
"A740162","Dog","Chihuahua Longhair/Yorkshire Terrier","Tan/Cream","0.83","Neutered Male",NULL,"2016-12-16 17:00:00",NULL,NULL,0
"A740167","Dog","Chihuahua Shorthair/Pembroke Welsh Corgi","Brown","1.00","Neutered Male",NULL,"2016-12-20 11:32:00",NULL,NULL,0
"A740168","Dog","Tibetan Spaniel Mix","Black/Tan","1.00","Neutered Male",NULL,"2016-12-16 17:50:00",NULL,NULL,0
"A740175","Dog","German Shepherd Mix","Black","1.00","Neutered Male",NULL,"2017-07-23 17:34:00",NULL,NULL,0
"A740182","Cat","Domestic Shorthair Mix","Orange Tabby","10.00","Spayed Female",NULL,"2017-01-22 15:36:00",NULL,NULL,0
"A740184","Dog","Bichon Frise Mix","White","1.00","Spayed Female",NULL,"2016-12-17 12:00:00",NULL,NULL,0
"A740188","Dog","Pit Bull Mix","Black/Black","0.58","Spayed Female",NULL,"2016-12-20 18:11:00",NULL,NULL,0
"A740195","Dog","Border Terrier Mix","White/Tan","0.50","Neutered Male",NULL,"2016-12-18 23:05:00",NULL,NULL,0
"A740199","Cat","Domestic Shorthair Mix","Black","0.25","Spayed Female",NULL,"2016-12-26 17:06:00",NULL,NULL,0
"A740200","Cat","Domestic Shorthair Mix","Blue","0.25","Neutered Male",NULL,"2016-12-23 18:07:00",NULL,NULL,0
"A740202","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2017-01-13 17:07:00",NULL,NULL,0
"A740203","Cat","Domestic Shorthair Mix","Torbie","0.17","Spayed Female","Foster","2017-01-13 17:07:00",NULL,NULL,0
"A740204","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male","Foster","2017-01-13 19:02:00",NULL,NULL,0
